@RELATION user-movie

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE splitLabel STRING


@DATA
327,226,3,887820341,Test
318,517,3,884496069,Test
393,148,4,887744419,Validate
332,53,3,888360438,Train
393,41,4,889728736,Validate
44,147,4,878341343,Test
405,522,1,885545975,Validate
154,527,4,879139040,Test
312,179,5,891698793,Train
26,13,3,891373086,Test
85,511,4,879454112,Train
234,1459,3,892335261,Test
436,658,5,887769673,Train
125,568,5,879454277,Validate
429,219,4,882386848,Test
389,4,4,879991352,Validate
453,98,4,877554396,Train
271,272,3,885844583,Validate
234,751,2,891033394,Test
238,258,3,883575728,Test
371,79,5,880435519,Train
303,759,1,879544385,Train
263,188,5,891299031,Test
416,117,5,893212930,Train
354,52,5,891217547,Test
22,204,5,878886607,Train
198,1094,1,884206807,Test
452,152,2,875264826,Train
344,251,5,889814518,Train
435,160,5,884133194,Validate
455,135,5,879111248,Validate
195,55,4,888737417,Test
233,515,5,875508080,Validate
174,597,3,886434261,Validate
450,908,1,885945114,Train
65,429,4,879216605,Validate
198,501,4,884209264,Validate
417,628,3,879646413,Validate
360,269,4,880353525,Train
261,1237,3,890454045,Validate
416,1092,3,886320054,Validate
347,25,2,881652684,Validate
196,1118,4,881252128,Train
39,300,3,891400280,Test
405,1424,1,885546725,Train
438,15,4,879868242,Train
444,50,5,890247287,Validate
49,100,4,888067307,Train
277,274,4,879543902,Validate
125,88,5,879455184,Test
344,486,4,884901156,Test
334,628,4,891544867,Test
90,45,3,891385039,Validate
280,655,3,891700400,Validate
89,952,2,879441400,Validate
346,186,3,874948303,Test
195,132,5,875771441,Test
399,274,3,882512167,Train
160,218,4,876861878,Validate
193,260,1,889123777,Train
344,255,4,889814555,Test
17,744,3,885272606,Train
311,265,5,884364812,Test
160,603,4,876861754,Validate
175,132,3,877107712,Validate
413,7,3,879969614,Validate
43,56,5,875975687,Validate
396,986,4,884646537,Validate
120,148,3,889490499,Train
379,4,5,880525598,Train
190,895,3,891033327,Test
99,978,3,885679382,Validate
429,467,4,882385210,Train
193,352,1,889123777,Train
269,498,4,891448926,Validate
435,188,4,884131901,Validate
174,122,1,886434421,Train
13,109,4,882141306,Test
13,431,1,882397271,Test
116,730,4,876453519,Validate
445,12,2,890987617,Test
314,781,3,877891937,Test
318,697,5,884496008,Test
58,13,3,884304503,Train
354,136,5,891217717,Test
158,235,1,880132794,Validate
87,628,4,879877709,Train
294,749,3,877818915,Test
26,742,3,891352492,Train
378,12,5,880046132,Validate
334,135,4,891545793,Validate
279,40,4,875306910,Validate
366,184,4,888857866,Train
406,1267,3,882480710,Test
255,441,2,883216544,Validate
450,265,5,882371526,Train
232,919,3,888550036,Test
246,176,4,884921613,Validate
361,435,5,879440345,Validate
412,634,5,879716918,Test
449,1009,4,879959190,Test
450,1226,4,887660820,Train
64,311,2,889737269,Test
216,928,3,880233026,Train
265,591,5,875320424,Test
30,7,4,875140648,Validate
429,410,4,882387451,Test
64,4,3,889739138,Train
403,258,4,879785703,Train
445,763,2,891200233,Test
269,597,1,891450978,Test
417,614,3,879648156,Train
301,179,3,882076494,Validate
234,651,4,892078485,Test
104,331,3,888442140,Validate
406,732,4,880131666,Train
206,309,2,888179647,Validate
167,235,3,892737972,Test
70,625,3,884151316,Test
4,354,5,892002353,Test
330,161,4,876545999,Train
95,443,3,879198747,Validate
181,841,1,878963204,Validate
417,127,4,879646144,Test
454,633,2,881959745,Test
389,699,5,880088038,Validate
158,154,4,880135069,Train
405,217,1,885548385,Train
157,268,5,886889729,Test
102,363,2,888801622,Train
327,1131,4,887822736,Test
379,23,4,880524783,Validate
276,876,3,885537717,Validate
200,140,4,884129962,Test
454,181,3,881959187,Test
308,226,3,887740833,Validate
79,1017,3,891271697,Test
99,406,3,885679353,Validate
292,190,5,881105625,Train
160,1,4,876768025,Train
296,652,4,884197068,Test
89,815,4,879441637,Test
299,175,5,879123190,Test
92,1012,4,886443231,Train
361,654,4,879441253,Test
303,1187,4,879467895,Validate
416,959,5,893213404,Test
227,1017,4,879035464,Validate
64,52,3,889739625,Validate
435,554,3,884133194,Validate
296,89,5,884197352,Test
303,229,3,879468581,Test
228,272,5,889388440,Test
319,333,4,875707746,Test
94,161,3,891721439,Test
321,14,3,879438825,Validate
448,1294,1,891887161,Validate
452,495,4,875560508,Test
267,80,4,878973597,Validate
92,802,2,875907134,Validate
337,121,5,875185664,Train
102,720,2,888801812,Validate
279,273,2,880869018,Validate
450,183,4,882394180,Test
310,222,3,879436062,Train
154,479,4,879138831,Train
83,405,5,887665423,Test
43,732,4,883955498,Test
268,97,4,875310031,Train
92,410,3,875640583,Test
43,77,3,883955650,Train
407,476,2,884203501,Test
234,1456,4,892335142,Test
164,237,2,889401816,Validate
330,527,3,876546071,Test
373,709,5,877105451,Validate
271,644,3,885848916,Validate
130,295,3,874953698,Train
193,928,2,889126609,Train
160,50,4,876767572,Train
439,14,5,882893245,Test
307,186,5,879283625,Test
432,1047,5,889416118,Test
416,332,4,876696823,Train
145,739,2,875272927,Validate
429,1224,2,882387114,Test
75,411,5,884050760,Test
405,88,3,885547360,Validate
445,1245,1,891200390,Train
363,91,4,891495238,Validate
436,433,5,887770428,Train
393,831,1,887745454,Train
173,879,5,877557076,Train
382,639,3,875946881,Test
336,1098,3,877757790,Train
416,64,5,893212929,Validate
26,1008,3,891377609,Train
380,483,4,885478668,Train
436,1206,3,887769868,Train
303,809,2,879543524,Validate
246,743,1,884924780,Test
73,518,5,888625835,Train
389,1518,2,880165787,Train
48,71,3,879434850,Validate
334,319,3,891544233,Validate
406,164,5,882480748,Test
267,228,5,878972434,Train
18,527,4,880130109,Train
314,739,5,877889861,Test
385,942,2,879446208,Validate
246,265,4,884921411,Test
130,1273,2,880396792,Validate
330,95,5,876546105,Test
5,209,5,875636571,Train
297,70,5,875239619,Validate
87,120,2,879877173,Validate
178,895,3,884836516,Validate
332,684,5,888360370,Train
321,730,3,879439179,Validate
437,451,5,880143115,Train
320,62,4,884749306,Train
447,148,4,878854729,Train
401,70,4,891033625,Test
251,288,4,886271541,Test
110,1188,4,886988818,Test
314,409,4,877889480,Train
94,1147,4,886008354,Test
436,503,4,887769802,Train
347,241,3,881654386,Validate
452,134,3,875265446,Validate
396,1,4,884646346,Train
130,202,5,875216507,Validate
423,269,3,891394558,Test
276,581,4,886483710,Validate
222,222,4,877563462,Validate
280,288,5,891700184,Test
244,566,4,880607489,Validate
295,371,4,879518257,Train
423,15,4,891395573,Test
168,259,2,884287073,Validate
205,328,3,888284454,Validate
183,294,3,891467280,Validate
167,949,1,892738341,Validate
452,736,3,887890174,Test
193,327,1,889123777,Validate
349,288,3,879466118,Test
391,748,3,877398619,Train
398,58,4,875717106,Test
140,872,3,879013651,Train
440,886,5,891550404,Test
374,369,1,880393864,Test
320,38,4,884751288,Train
244,40,2,880608016,Validate
308,686,4,887739831,Test
224,686,4,888104030,Train
397,327,2,875063649,Validate
271,312,2,885847280,Validate
11,51,4,891906439,Validate
344,535,3,889814539,Test
109,1023,2,880572350,Train
199,989,1,883782509,Train
43,950,3,883956417,Train
181,147,1,878963168,Test
258,690,4,885700811,Validate
450,1037,2,882473760,Validate
60,478,3,883326463,Validate
85,1131,4,879454111,Validate
62,763,1,879372851,Train
362,294,3,885019357,Test
326,525,5,879874989,Validate
176,270,4,886047069,Test
81,222,2,876533619,Validate
95,560,1,880572166,Train
21,327,3,874950932,Test
416,174,5,893213917,Validate
397,183,4,885349348,Test
129,288,1,883245452,Validate
354,211,2,891306946,Test
409,203,5,881107539,Train
119,282,5,874775136,Train
224,1441,3,888104522,Test
301,743,2,882075356,Test
350,604,5,882346086,Test
325,133,3,891478333,Test
121,275,4,891390233,Test
396,977,3,884646468,Test
211,228,3,879460096,Test
52,742,4,882922540,Test
313,66,1,891015049,Train
448,360,4,891887338,Test
269,568,2,891450719,Validate
326,603,4,879875203,Train
13,878,1,883670785,Train
286,91,4,877532470,Validate
254,561,3,886475446,Validate
392,8,5,891039049,Validate
92,412,2,875640609,Test
392,511,5,891038945,Train
417,545,1,880953033,Validate
401,65,4,891033250,Train
385,403,3,879447181,Train
214,185,5,892668173,Test
416,301,5,893213796,Train
87,4,5,879876524,Validate
311,604,3,884364570,Test
210,127,5,887731230,Train
303,1210,1,879543773,Test
387,458,1,886481183,Validate
354,740,4,891216692,Validate
90,33,4,891383600,Validate
144,942,4,888106044,Train
422,379,2,879744218,Validate
26,926,2,891385692,Validate
425,281,2,878738486,Test
130,68,5,875216283,Validate
71,154,3,877319610,Train
407,746,4,875046268,Train
423,348,3,891394910,Train
374,717,3,880938255,Test
119,1261,4,874781198,Validate
345,476,3,884991505,Validate
43,879,4,876159838,Validate
239,736,5,889179291,Test
145,431,5,875272132,Test
276,124,5,880913800,Train
68,125,1,876974096,Test
109,214,1,880577604,Train
347,127,5,881652434,Test
387,39,3,886483049,Validate
125,1060,4,879454699,Test
393,54,4,889555050,Test
377,164,4,891299009,Train
265,934,3,875320574,Validate
222,70,3,878181804,Test
258,289,2,885701004,Test
115,77,2,881171623,Test
405,318,5,885545167,Test
299,56,4,877880350,Validate
405,670,1,885548384,Test
221,403,4,875245374,Validate
211,69,3,879460213,Train
313,403,3,891028285,Train
398,65,3,875743739,Validate
385,523,4,879441454,Test
299,170,5,889501190,Test
232,270,3,880062259,Train
130,721,3,880396278,Validate
92,455,2,876769302,Validate
326,48,3,879875533,Train
437,696,3,880142991,Train
395,64,5,883763958,Validate
224,11,3,888082468,Validate
200,393,4,884129410,Validate
56,372,3,892911290,Test
354,584,5,891217782,Validate
453,248,4,887942143,Validate
27,325,2,891543191,Test
287,340,5,888177097,Validate
115,269,3,881169559,Validate
379,157,4,880961600,Train
334,449,3,891549539,Train
363,554,1,891498012,Train
106,956,3,881453290,Train
194,180,3,879521657,Validate
72,38,3,880037307,Validate
194,951,3,879525761,Test
181,278,2,878963440,Test
49,413,1,888067460,Validate
357,977,5,878952287,Test
408,258,3,889679857,Validate
92,209,5,875652934,Validate
348,1061,5,886523790,Test
442,41,4,883388609,Validate
194,64,5,879521936,Train
61,347,5,892302120,Train
48,228,3,879434792,Validate
399,475,5,882340827,Train
58,89,3,884305220,Train
43,155,4,883956518,Test
455,629,3,879111371,Train
374,310,5,880392237,Train
115,22,3,881171273,Validate
18,961,3,880131830,Validate
409,87,3,881108777,Train
389,142,3,880088878,Validate
11,191,4,891904270,Validate
26,1009,2,891384478,Validate
387,203,4,886483330,Test
236,69,5,890116426,Train
130,564,4,875802137,Train
244,739,3,880604004,Train
416,266,3,876696853,Train
193,194,4,889125006,Test
119,1160,5,887038711,Validate
290,742,2,880475310,Train
307,82,4,875645340,Train
189,820,1,893264782,Train
391,127,5,877399236,Train
318,792,2,884496218,Train
342,815,4,875318629,Train
373,100,3,877100199,Validate
326,86,2,879875644,Test
312,204,4,891698254,Test
314,88,5,877888007,Test
308,284,4,887741554,Test
269,1154,3,891449608,Validate
374,168,1,880434231,Train
167,719,1,892738341,Train
81,147,4,876533389,Test
94,92,4,891721142,Train
82,513,4,878769334,Validate
422,200,5,879744015,Test
303,268,5,879466166,Test
322,514,4,887314352,Train
213,100,5,878870749,Train
148,588,4,877399018,Validate
270,181,4,876954036,Validate
230,70,4,880484637,Test
85,95,4,879455114,Test
253,333,2,891628883,Train
251,252,3,886272456,Train
16,496,5,877721905,Train
373,559,3,877106305,Validate
442,578,2,883390466,Validate
5,391,4,875636167,Validate
301,176,4,882075774,Validate
344,295,3,889814571,Test
49,268,3,888065620,Train
255,234,5,883216448,Train
151,729,4,879542492,Train
23,50,4,874784440,Validate
160,1073,4,876859778,Test
273,305,4,891292905,Test
7,653,4,891351161,Test
374,544,1,880937070,Validate
58,120,2,892242765,Train
405,28,4,885544947,Test
271,485,4,885848827,Test
301,443,4,882078008,Validate
394,228,5,881132876,Test
313,516,4,891028829,Train
262,1048,2,879791335,Train
326,615,4,879875724,Test
338,435,4,879438597,Train
160,1016,4,876767440,Test
299,607,4,877881229,Train
256,1090,2,882164999,Validate
145,620,3,875271660,Validate
391,507,4,877399512,Train
60,199,5,883326339,Validate
328,7,4,885046079,Validate
51,485,1,883498790,Train
62,14,4,879372851,Train
301,552,3,882078267,Test
91,97,5,891438947,Test
392,298,1,891038205,Validate
184,742,3,889908026,Validate
380,114,3,885478539,Train
222,120,2,881061304,Train
405,437,1,885548435,Validate
389,151,4,879916135,Test
222,763,3,881061165,Train
14,285,5,879119118,Train
363,154,4,891496306,Validate
298,99,3,884127249,Test
93,125,1,888705416,Validate
380,465,4,885478845,Test
287,208,4,875334896,Train
301,120,2,882079423,Test
141,290,1,884584817,Train
335,288,4,891566952,Test
374,233,3,880937876,Test
222,403,3,878183481,Validate
435,173,5,884131085,Test
274,471,4,878945505,Train
433,50,5,880585885,Test
297,118,3,875239495,Train
450,194,5,882373786,Train
377,1105,3,891296275,Test
293,924,2,888904814,Train
436,742,5,887769050,Test
22,871,3,878886750,Train
222,808,3,881060130,Test
37,948,4,880915407,Validate
62,162,4,879375843,Test
389,1286,5,880087873,Train
448,262,4,891888042,Test
457,182,4,882396659,Train
235,79,4,889655468,Test
447,234,4,878855782,Train
454,161,4,888267198,Validate
456,175,3,881372946,Test
6,100,5,883599176,Validate
342,160,3,874984365,Test
397,117,3,885349610,Train
181,690,3,878961511,Train
334,408,4,891547912,Train
339,1,5,891032349,Validate
425,259,1,890346825,Train
206,313,5,888179565,Train
379,82,4,880525540,Validate
450,902,4,889569016,Validate
417,762,3,879646712,Test
405,192,5,885545401,Train
96,96,4,884403531,Test
387,55,3,886479649,Validate
62,921,2,879375287,Validate
145,796,3,875272833,Validate
258,272,5,885700811,Test
324,9,5,880575449,Train
339,196,4,891033416,Train
358,59,4,891269617,Validate
125,50,5,892836362,Validate
417,1047,4,879646388,Train
426,429,5,879444081,Validate
287,748,4,875333873,Validate
405,1586,1,885549464,Train
303,185,5,879467465,Test
25,275,4,885853335,Test
24,117,4,875246216,Validate
60,1123,4,883327997,Test
416,734,3,886319434,Test
192,258,5,881366456,Train
406,647,5,879792811,Validate
286,214,1,889651605,Validate
283,194,4,879298295,Test
12,318,5,879960826,Validate
414,294,2,884999128,Validate
154,135,5,879139003,Test
91,357,5,891439271,Test
440,1038,5,891550404,Test
343,100,5,876402668,Validate
267,727,4,878972289,Train
328,623,3,885048801,Validate
433,325,2,880585554,Test
428,343,2,885944093,Validate
60,443,4,883327847,Train
354,498,4,891217610,Test
343,188,4,876407749,Validate
320,156,5,884750574,Train
410,748,2,888626857,Validate
303,825,3,879485016,Validate
64,125,2,889739678,Train
263,22,5,891298107,Test
174,476,4,886434136,Test
453,246,5,877552590,Train
125,801,3,892838424,Train
301,22,4,882075859,Validate
416,246,4,876697205,Validate
88,886,5,891038103,Test
451,294,5,879012470,Train
435,185,4,884131741,Train
287,250,3,875334060,Test
393,313,4,887742040,Validate
184,164,3,889911434,Train
405,1318,1,885549789,Validate
276,549,3,874791194,Train
420,302,4,891356790,Validate
444,751,4,890247172,Test
417,23,3,879647118,Train
234,218,2,892335541,Train
394,117,5,880887462,Train
426,486,3,879444604,Validate
34,286,5,888602513,Train
366,854,5,888857750,Train
114,179,5,881260611,Test
233,249,5,883356871,Train
354,479,4,891217249,Test
378,110,3,880333027,Train
92,925,3,875640214,Test
401,13,2,891033204,Train
148,993,4,877400154,Validate
73,173,5,888625292,Validate
55,257,3,878176084,Test
217,176,4,889069842,Train
94,810,3,891723076,Validate
207,191,4,877124663,Validate
123,143,5,879872406,Validate
442,129,4,883391146,Validate
99,472,3,885679210,Train
429,127,4,882384603,Test
76,327,3,875027271,Test
201,100,4,884111485,Test
436,226,4,887770640,Train
287,298,4,875333965,Test
157,508,5,886890712,Validate
343,52,5,876404793,Test
437,652,4,881001983,Validate
393,36,3,889731618,Train
206,340,3,888180082,Validate
98,173,1,880498935,Validate
425,210,3,890346998,Test
130,433,3,875216718,Test
450,1263,4,882396799,Validate
85,250,3,882592687,Test
366,219,5,888857932,Validate
379,270,3,888646058,Test
380,449,3,885480902,Train
397,657,5,885349759,Validate
361,173,5,879440774,Train
347,721,5,881654715,Test
305,237,2,886322796,Train
181,986,2,878963038,Train
447,100,5,878854552,Validate
398,152,4,875721702,Validate
160,969,1,876861185,Validate
214,340,3,891542735,Test
327,344,4,887744167,Train
293,747,2,888905819,Validate
394,97,4,880888223,Test
449,282,3,879958953,Test
42,866,4,881105972,Test
264,671,4,886122261,Train
439,13,3,882893171,Validate
222,215,4,878183481,Train
248,114,5,884534901,Validate
82,1162,1,884714361,Train
388,326,5,886438122,Validate
62,55,5,879373692,Train
390,328,4,879693677,Validate
307,145,4,879283672,Test
55,273,5,878176047,Test
224,15,4,888103611,Test
15,815,1,879456108,Test
89,213,4,879459859,Validate
250,96,2,878090254,Validate
130,890,4,880396249,Validate
374,651,4,880395320,Test
254,1133,3,886475682,Test
318,142,4,884496219,Validate
186,596,4,879024459,Test
96,79,4,884403500,Validate
311,451,3,884366397,Test
450,64,4,882373656,Train
452,435,3,885476560,Train
99,273,5,886780105,Validate
308,492,3,887737535,Validate
90,514,3,891384423,Train
65,216,4,879217912,Validate
393,805,2,889555410,Train
450,1036,2,882468686,Test
367,379,4,876690048,Test
385,257,3,879440236,Test
150,458,4,878746720,Validate
254,679,2,886472434,Validate
330,73,5,876546782,Test
380,631,4,885478668,Validate
274,164,5,878946644,Validate
409,325,4,881105077,Train
238,298,5,883576398,Validate
268,1065,4,875310824,Train
97,357,5,884239493,Train
221,76,4,875246662,Test
313,218,2,891029847,Train
10,144,4,877892110,Validate
450,942,5,882812558,Train
109,380,5,880578093,Validate
268,527,4,875309430,Validate
354,131,3,891217811,Train
312,520,5,891698254,Test
145,238,4,882181859,Test
253,98,5,891628295,Test
354,692,2,891307114,Train
458,1101,4,886397931,Test
270,258,3,876953744,Test
429,1028,3,882386601,Train
381,133,5,892697413,Test
12,282,5,879960679,Test
13,678,3,882140792,Train
392,872,4,891037790,Test
52,475,4,882922357,Test
198,660,4,884208624,Test
262,736,3,879794829,Train
342,1163,3,875318266,Train
442,572,3,883391344,Validate
314,111,4,877886641,Train
279,831,5,875744257,Test
288,318,4,886374316,Train
256,121,5,882151123,Train
401,473,1,891034050,Test
303,948,2,879466249,Test
280,1181,2,891700496,Train
99,338,4,885678539,Test
194,95,3,879521719,Validate
347,98,5,881654359,Validate
96,198,5,884403465,Test
405,941,1,885546577,Test
164,1025,4,889401510,Test
92,727,4,875653242,Test
381,485,4,892696347,Train
41,286,4,890685449,Test
303,286,5,879465986,Train
293,22,3,888905819,Train
311,318,5,884364569,Test
58,194,3,884304747,Train
338,480,5,879438114,Train
117,298,5,886020525,Validate
407,163,3,876338691,Train
16,812,2,877723882,Validate
92,725,3,875907727,Train
274,181,5,878945365,Test
129,327,3,883244060,Validate
416,230,4,886316797,Train
308,675,4,887740367,Train
450,467,4,882374332,Test
447,68,5,878855819,Validate
390,289,3,879693677,Train
239,340,5,889178513,Test
220,268,4,881197771,Validate
339,411,2,891035420,Train
409,168,5,881107410,Validate
276,154,4,874791747,Validate
267,222,4,878970681,Train
13,210,3,882140455,Validate
451,300,4,879012550,Test
430,129,5,877225547,Test
437,1153,5,880141962,Test
256,748,4,882150192,Test
303,507,5,879466604,Validate
401,162,5,891033395,Train
437,118,2,880142991,Validate
416,54,5,893212929,Train
295,191,5,879517033,Train
125,1249,3,892838322,Train
181,329,1,878961781,Train
219,215,5,889403843,Test
313,226,4,891028241,Test
383,483,5,891192986,Train
406,238,2,879445475,Test
222,248,4,877563506,Validate
182,123,4,885612994,Validate
184,254,2,889907569,Validate
295,94,4,879518339,Validate
256,831,4,882152943,Train
325,345,3,891477660,Test
160,864,1,876770673,Validate
128,54,2,879968415,Train
437,499,5,880141962,Test
327,419,4,887822832,Test
116,993,2,876453376,Train
267,480,4,878971438,Test
378,665,2,880333261,Test
13,524,4,886302261,Train
48,425,3,879434850,Validate
405,565,2,885548474,Validate
307,462,4,879284095,Validate
258,332,5,885701024,Test
181,763,1,878962955,Validate
5,379,3,875720814,Test
416,287,4,878879237,Validate
130,684,5,875802236,Train
184,942,3,889909768,Test
46,294,2,883611307,Validate
378,328,3,892382903,Validate
378,433,4,880045652,Validate
407,418,4,876338910,Validate
43,237,4,875975579,Validate
246,1232,1,884923425,Test
398,393,5,875732738,Test
450,1212,4,882396799,Train
355,872,4,879486529,Validate
397,322,1,875063613,Test
399,273,3,882340657,Train
343,729,3,876407291,Test
458,144,4,886396390,Validate
456,715,3,881373697,Test
108,471,2,879880076,Test
405,228,1,885547910,Train
94,23,5,885870284,Validate
296,269,5,884196258,Validate
151,546,2,879543400,Test
102,1239,2,888802319,Train
314,246,5,877886375,Test
295,142,4,879518590,Validate
345,235,3,884991285,Validate
70,193,4,884149646,Validate
63,1137,5,875747556,Train
325,483,5,891478079,Test
44,245,4,878340887,Validate
268,554,3,875744388,Test
144,195,5,888105081,Test
308,692,3,887738469,Train
363,825,4,891497881,Validate
334,840,4,891545674,Train
423,898,4,891394952,Validate
436,845,5,887771269,Test
28,800,4,881961904,Train
82,519,4,878770028,Train
21,452,4,874951727,Validate
451,872,2,879012857,Validate
406,591,3,879446062,Test
406,713,4,879539855,Train
13,11,1,882397146,Test
346,176,4,874947747,Test
151,1109,4,879542414,Validate
406,490,3,879446228,Test
311,480,4,884364593,Test
76,89,4,875027507,Train
97,202,5,884239449,Train
1,188,3,875073128,Test
70,186,4,884065703,Validate
412,480,4,879717147,Validate
312,713,5,891698334,Train
399,1459,3,882345473,Train
92,2,3,875653699,Validate
321,20,3,879440160,Test
296,435,5,884197108,Test
363,1074,2,891497679,Train
268,1079,3,875742916,Train
328,203,5,885045931,Train
43,71,4,883955675,Validate
290,205,3,880473777,Test
417,769,1,880953071,Train
267,1471,2,878974509,Train
345,1047,4,884991457,Train
57,298,3,883697293,Validate
393,21,3,887744765,Validate
457,704,4,882397240,Test
305,183,4,886324028,Validate
37,265,4,880930072,Test
210,210,5,887730532,Test
455,293,4,879109110,Test
49,179,5,888066446,Validate
85,208,5,879828941,Test
193,722,3,889126402,Validate
221,109,2,875244369,Test
59,566,4,888206485,Validate
7,553,3,892134010,Train
435,696,3,884132342,Test
184,497,4,889909409,Validate
215,179,4,891435107,Validate
154,414,4,879138910,Test
426,430,3,879445005,Validate
364,269,4,875931309,Test
250,117,3,878089628,Train
457,636,4,882548466,Train
393,70,3,889555251,Train
243,1281,5,879989217,Train
345,272,5,884900426,Validate
429,26,3,882386333,Validate
222,111,3,877563820,Test
44,176,5,883613372,Test
224,403,4,888104522,Test
344,301,4,889813946,Validate
450,97,4,882396351,Train
401,661,3,891033158,Train
301,719,4,882079542,Test
442,38,3,883390674,Validate
394,979,5,881060177,Test
13,842,2,882399156,Test
42,276,1,881105405,Validate
454,487,4,888266565,Train
422,477,4,875130027,Test
450,762,3,882469627,Train
379,52,4,880741002,Test
454,484,3,881960445,Test
379,177,4,886835699,Train
18,921,5,880132437,Train
347,151,3,881652480,Test
312,609,3,891698634,Test
407,949,3,875045685,Train
148,204,3,877016912,Test
327,9,5,887819860,Train
220,319,4,881197771,Test
317,323,2,891446819,Validate
405,541,1,885548162,Test
35,332,4,875459237,Train
49,219,1,888067405,Validate
101,1047,2,877136424,Test
159,412,3,880557824,Test
381,175,5,892696268,Validate
303,1047,2,879485277,Validate
385,87,3,879441942,Train
56,402,5,892677186,Train
334,1137,4,891544764,Test
267,450,2,878974128,Test
228,690,5,889387173,Test
198,280,3,884206401,Train
286,1504,4,877534903,Test
58,32,5,884304812,Train
345,582,5,884992807,Test
208,186,4,883108518,Test
6,480,4,883601089,Validate
424,9,5,880859623,Train
246,101,2,884922740,Train
401,225,1,891032474,Validate
299,278,3,877879980,Test
226,250,4,883890491,Train
1,102,2,889751736,Test
347,223,4,881653669,Train
426,182,2,879442702,Train
144,655,5,888105116,Test
370,604,4,879434804,Train
396,322,4,884645790,Validate
457,443,4,882396989,Train
59,511,5,888204965,Train
82,265,4,878770169,Validate
198,455,3,884206191,Test
128,402,1,879969136,Train
399,400,3,882349170,Train
405,514,1,885547221,Train
372,286,5,876868994,Validate
450,143,5,882394364,Validate
330,70,4,876546470,Test
336,158,3,877756618,Validate
299,393,2,889503503,Train
183,270,3,891462811,Test
447,879,3,878854056,Test
407,62,3,876348318,Validate
7,515,3,891350757,Test
83,391,2,880308783,Test
1,69,3,875072262,Test
322,182,5,887314417,Train
320,50,4,884749227,Validate
385,189,5,881530739,Train
444,906,4,891979402,Validate
351,286,5,879481386,Train
360,423,4,880355623,Train
343,546,1,876403348,Test
21,931,2,874951446,Test
130,554,4,876252288,Test
261,304,3,890454941,Test
89,150,5,879441452,Validate
94,8,5,885873653,Validate
450,583,4,882473914,Validate
348,924,4,886523361,Validate
367,200,4,876689962,Train
381,49,2,892696328,Validate
405,623,1,885549004,Test
401,501,2,891033184,Validate
218,100,4,877488692,Validate
378,172,4,880045886,Train
234,288,3,891033738,Train
402,48,5,876267173,Test
332,54,4,888360396,Train
345,126,5,884991105,Validate
158,124,4,880134261,Validate
429,464,3,882386171,Validate
393,1043,3,889728324,Validate
442,636,5,883390416,Train
387,268,3,886479430,Test
379,152,5,880740518,Train
416,254,2,878879391,Test
125,479,4,879454386,Test
82,174,5,878769478,Validate
379,603,5,880526074,Validate
286,472,3,876522340,Test
294,406,2,877819941,Test
450,480,4,882372178,Validate
119,982,4,874775406,Test
405,216,2,885547124,Test
64,157,4,879365491,Validate
313,414,3,891016425,Train
359,246,3,886453214,Validate
363,403,3,891496414,Validate
62,47,4,879375537,Validate
310,181,4,879436104,Test
92,367,3,875654533,Train
276,628,4,874786538,Train
406,511,5,879792811,Test
90,155,5,891385040,Test
270,253,5,876954733,Train
181,925,2,878963418,Test
177,59,4,880130825,Train
121,181,5,891390014,Validate
215,354,4,891434619,Test
294,1132,4,889242788,Test
426,526,4,879444734,Validate
176,303,3,886047118,Validate
405,87,1,885546112,Validate
393,223,4,887746119,Test
407,182,4,887833034,Test
328,222,3,885046655,Test
462,682,5,886365231,Test
269,100,5,891446246,Test
450,846,3,882471524,Test
327,1100,4,888251464,Train
383,197,5,891192888,Validate
339,265,3,891034779,Train
391,300,2,877398619,Train
90,547,3,891385899,Test
213,318,5,878955533,Train
320,184,5,884749360,Test
354,605,3,891218271,Test
152,157,5,882476486,Test
442,29,3,883390641,Train
378,636,3,880055186,Test
110,790,4,886989399,Test
407,147,4,887833034,Train
327,195,4,887744277,Validate
363,101,1,891496953,Validate
130,331,3,875801345,Train
457,775,3,882551021,Validate
286,393,4,877534481,Validate
416,607,5,893212622,Train
29,294,4,882820730,Validate
188,864,2,875072148,Train
387,1199,5,886480970,Test
271,38,2,885849648,Train
382,717,3,875946347,Validate
30,1013,3,875060334,Validate
334,512,4,891547148,Train
222,270,2,878181181,Validate
387,24,5,886484522,Train
459,934,3,879563639,Test
92,955,4,875658312,Train
276,262,4,892436298,Test
96,176,4,884403758,Validate
7,491,5,891351432,Validate
276,652,4,889174849,Validate
14,18,3,879119260,Validate
254,136,4,886471695,Train
452,191,5,876299004,Test
210,420,4,887737487,Train
407,265,3,876344062,Train
228,98,3,889388607,Test
82,202,4,878769777,Train
450,561,4,887660762,Train
235,494,4,889655112,Train
267,216,4,878972586,Validate
453,697,4,877561235,Test
409,133,4,881108455,Train
102,102,3,883748488,Train
259,317,5,874809057,Test
435,576,3,884133447,Test
63,1009,4,875747731,Validate
305,1104,4,886323779,Validate
377,313,5,891295989,Train
299,1214,2,889502528,Test
7,118,2,891353411,Train
423,300,3,891394874,Validate
271,31,4,885849325,Train
173,268,4,877556626,Train
279,1108,1,892174273,Validate
398,176,4,875725256,Test
