@RELATION user-movie

@ATTRIBUTE user NUMERIC
@ATTRIBUTE item NUMERIC
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE time NUMERIC
@ATTRIBUTE splitLabel STRING


@DATA
311,9,4,884963365,Train
301,523,4,882076146,Test
152,685,5,880149074,Validate
244,172,4,880605665,Test
275,1091,2,875154535,Test
53,281,4,879443288,Test
198,118,2,884206513,Train
244,790,4,880608037,Validate
26,125,4,891371676,Train
151,13,3,879542688,Validate
124,496,1,890286933,Validate
24,191,5,875323003,Train
271,65,3,885849419,Test
307,634,3,879283385,Validate
294,1245,3,877819265,Test
234,241,2,892335042,Validate
25,501,3,885852301,Validate
293,137,3,888904653,Test
201,432,3,884111312,Test
75,240,1,884050661,Test
13,181,5,882140354,Validate
207,68,2,877125350,Validate
2,50,5,888552084,Test
313,566,4,891016220,Train
144,125,4,888104191,Train
188,443,4,875074329,Validate
276,324,4,874786419,Validate
145,974,1,882182634,Train
72,234,4,880037418,Validate
83,385,4,887665549,Validate
181,619,3,878963086,Validate
109,402,4,880581344,Train
207,107,3,876198301,Validate
185,216,4,883526268,Train
14,213,5,890881557,Train
149,319,2,883512658,Train
57,79,5,883698495,Validate
230,963,5,880484370,Train
176,875,4,886047442,Validate
253,97,4,891628501,Validate
284,269,4,885328991,Train
106,526,4,881452685,Test
121,180,3,891388286,Train
62,86,2,879374640,Test
291,418,4,875086920,Test
84,1033,4,883452711,Validate
293,380,2,888907527,Train
207,58,3,875991047,Train
194,187,4,879520813,Test
109,97,3,880578711,Train
283,845,4,879297442,Test
297,275,5,874954260,Validate
181,334,1,878961749,Test
78,255,4,879633745,Test
11,425,4,891904300,Train
308,59,4,887737647,Test
193,1078,4,889126943,Test
297,234,3,875239018,Train
87,585,4,879877008,Validate
250,204,2,878091682,Train
8,50,5,879362124,Validate
186,148,4,891719774,Train
312,692,4,891699426,Train
91,683,3,891438351,Validate
5,454,1,875721432,Train
291,376,3,875086534,Train
175,127,5,877107640,Test
145,737,2,875272833,Validate
7,644,5,891351685,Validate
276,419,5,874792907,Test
83,210,5,880307751,Train
102,524,3,888803537,Train
153,174,1,881371140,Validate
62,302,3,879371909,Validate
49,995,3,888065577,Validate
268,298,3,875742647,Validate
207,554,2,877822854,Validate
313,616,5,891015049,Test
286,44,3,877532173,Validate
279,168,5,875296435,Test
276,474,5,889174904,Validate
62,59,4,879373821,Validate
254,219,1,886475980,Train
83,97,4,880308690,Validate
63,100,5,875747319,Validate
16,178,5,877719333,Train
297,233,2,875239914,Validate
90,945,5,891383866,Validate
85,25,2,879452769,Train
42,98,4,881106711,Validate
303,393,4,879484981,Train
274,50,5,878944679,Train
104,299,3,888442436,Test
94,792,4,885873006,Train
184,98,4,889908539,Test
293,708,3,888907527,Train
248,589,4,884534968,Test
18,950,3,880130764,Validate
217,27,1,889070011,Test
200,892,4,884127082,Validate
201,148,1,884140751,Validate
296,222,5,884196640,Validate
7,662,3,892133739,Validate
196,381,4,881251728,Train
69,427,3,882145465,Test
72,196,4,880036747,Test
256,472,4,882152471,Test
128,182,4,879967225,Train
151,747,3,879524564,Validate
7,171,3,891351287,Validate
286,85,5,877533224,Train
172,220,4,875537441,Train
308,516,4,887736743,Test
190,974,2,891625949,Test
82,756,1,878768741,Validate
308,436,4,887739257,Train
59,235,1,888203658,Test
64,1063,3,889739539,Validate
145,756,2,885557506,Train
220,298,4,881198966,Train
21,324,4,874950889,Validate
285,269,4,890595313,Validate
207,65,3,878104594,Validate
198,658,3,884208173,Test
220,333,3,881197771,Validate
210,70,4,887730589,Train
181,14,1,878962392,Validate
158,128,2,880134296,Train
143,682,3,888407741,Validate
75,237,2,884050309,Validate
199,221,4,883782854,Test
223,1150,2,891549841,Test
297,25,4,874954497,Test
276,78,4,877934828,Test
299,847,4,877877649,Train
293,325,2,888904353,Train
301,138,2,882079446,Test
1,47,4,875072125,Train
164,281,4,889401906,Validate
96,673,4,884402860,Test
291,1016,4,874833827,Train
7,451,5,891353892,Train
233,177,4,877661496,Train
6,517,4,883602212,Validate
202,283,3,879727153,Train
214,117,4,891543241,Train
184,602,4,889909691,Train
277,257,3,879543487,Test
194,212,1,879524216,Test
95,68,4,879196231,Test
25,257,4,885853415,Train
6,23,4,883601365,Train
38,573,1,892433660,Validate
313,436,4,891029877,Test
22,241,3,878888025,Test
262,617,3,879793715,Train
130,569,3,880396494,Test
66,181,5,883601425,Validate
21,948,1,874951054,Validate
181,1332,1,878962278,Test
262,174,3,879791948,Train
206,302,5,888180227,Test
222,22,5,878183285,Test
76,61,4,875028123,Train
151,703,4,879542460,Test
314,28,5,877888346,Validate
13,147,3,882397502,Train
44,258,4,878340824,Train
303,418,4,879483510,Test
16,89,2,877717833,Validate
270,558,5,876954927,Validate
248,117,5,884535433,Test
125,318,5,879454309,Train
138,523,5,879024043,Train
268,386,2,875743978,Test
291,15,5,874833668,Train
234,147,3,892335372,Validate
239,96,5,889178798,Train
15,331,3,879455166,Test
94,155,2,891723807,Validate
136,89,4,882848925,Test
223,423,3,891550684,Validate
82,194,4,878770027,Train
145,355,3,888396967,Validate
280,845,3,891700925,Train
179,339,1,892151366,Validate
178,199,4,882826306,Train
307,949,4,877123315,Train
10,488,5,877888613,Test
116,331,3,876451911,Test
23,258,5,876785704,Train
308,174,4,887736696,Train
185,114,4,883524320,Validate
188,237,3,875073648,Test
118,654,5,875385007,Validate
246,721,4,884921794,Train
234,98,4,892078567,Validate
194,239,3,879522917,Train
94,24,4,885873423,Validate
122,378,4,879270769,Validate
312,100,4,891698613,Test
262,64,5,879793022,Train
154,242,3,879138235,Train
223,763,3,891550067,Train
99,403,4,885680374,Validate
83,43,4,880308690,Validate
130,307,4,877984546,Train
174,402,5,886513729,Validate
256,487,5,882164231,Test
59,177,4,888204349,Validate
161,168,1,891171174,Test
244,53,3,880607489,Test
250,196,4,878091818,Test
43,40,3,883956468,Test
285,150,5,890595636,Train
42,953,2,881108815,Validate
97,670,5,884239744,Test
122,510,4,879270327,Train
61,323,3,891206450,Test
222,106,2,883816184,Train
4,264,3,892004275,Validate
304,259,1,884967253,Train
37,403,5,880915942,Train
49,68,1,888069513,Test
303,1098,4,879467959,Validate
165,372,5,879525987,Train
176,324,5,886047292,Train
3,335,1,889237269,Train
56,869,3,892683895,Test
44,15,4,878341343,Test
190,117,4,891033697,Test
29,189,4,882821942,Validate
94,174,4,885870231,Validate
130,949,3,876251944,Validate
117,181,5,880124648,Test
303,779,1,879543418,Validate
19,435,5,885412840,Validate
194,191,4,879521856,Train
158,24,4,880134261,Test
56,447,4,892679067,Validate
262,223,3,879791816,Validate
181,1334,1,878962240,Test
214,137,4,891543227,Train
92,747,4,875656164,Train
188,96,5,875073128,Train
58,173,5,884305353,Validate
244,154,5,880606385,Validate
134,879,4,891732393,Test
298,625,4,884183406,Test
